Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,recovery_time
27.0,Female,40.0,1.8,162.0,140.0,74.0,1.42,901.0,HIIT,22.2,2.5,5.0,29.73,64.2109006518921
41.0,Male,53.0,1.62,161.0,142.0,61.0,1.42,761.0,Strength,21.0,3.3,3.0,20.51,62.16512363440772
18.0,Female,83.5,1.67,162.0,169.0,70.0,1.54,1389.0,Cardio,12.1,1.7,2.0,33.8,62.78148810166907
51.0,Female,58.6,2.0,162.0,150.0,55.0,1.28,1030.0,Strength,16.7,3.4,3.0,37.28,58.74493737670864
18.0,Female,40.0,1.9,166.0,169.0,57.0,1.28,1556.0,Strength,17.4,2.1,2.0,19.51,42.77750797006675
44.0,Female,91.2,1.87,194.0,141.0,66.0,1.66,1345.0,Yoga,22.7,2.5,2.0,15.5,26.458210252775643
31.0,Male,60.7,1.62,198.0,120.0,71.0,1.35,967.0,Yoga,31.2,3.2,4.0,23.83,71.92827409456108
36.0,Male,62.2,1.5,192.0,132.0,61.0,2.0,913.0,HIIT,11.4,1.5,3.0,22.96,53.45283632233232
23.0,Female,62.1,1.83,168.0,149.0,51.0,1.39,1135.0,Yoga,26.1,2.0,3.0,21.35,49.30359042734344
24.0,Male,79.0,1.62,177.0,169.0,73.0,1.0,887.0,Yoga,25.0,3.5,2.0,12.32,40.5352696766392
38.0,Male,58.4,1.65,169.0,141.0,53.0,2.0,1109.0,Yoga,24.0,2.3,2.0,35.49,67.5792901744607
31.0,Female,75.8,1.7,199.0,129.0,60.0,0.87,922.0,HIIT,24.2,1.9,2.0,15.58,68.81405333893107
55.0,Female,65.5,1.94,170.0,123.0,74.0,1.37,787.0,HIIT,28.7,3.1,3.0,17.0,49.31209906592769
52.0,Female,81.0,1.62,178.0,146.0,53.0,1.44,1628.0,Strength,25.4,2.5,4.0,17.41,70.41333729234077
18.0,Male,48.7,1.75,187.0,141.0,70.0,2.0,1266.0,\tCardio,34.4,2.6,3.0,38.48,34.56030821987001
53.0,Female,67.60663667041621,1.55,190.0,150.0,71.0,1.3915981992121553,1006.0,Strength,22.8,3.5,4.0,29.07,55.65365536277849
56.0,Female,85.2,1.6,163.0,151.0,51.0,1.25,672.0,Yoga,26.5,1.7,3.0,21.05,52.45156794362577
34.47541899441341,Male,68.7,1.81,192.0,169.0,62.0,1.08,1783.0,Strength,10.0,3.4,3.3392652123995408,32.2,33.37519044728927
40.0,Male,97.4,1.66,166.0,149.0,60.0,1.16,700.0,HIIT,20.8,2.706644144144144,2.0,25.05,30.37736019092484
33.0,Male,73.3,1.86,187.0,123.0,60.0,1.22,1254.0,Cardio,35.0,1.9,4.0,15.26,45.25803984495496
33.0,Female,44.9,1.73,176.0,158.0,74.0,2.0,905.0,Strength,27.0,2.1,3.0,23.8,40.12222114275136
39.0,Male,59.9,1.71,174.0,131.0,50.0,1.41,733.0,Yoga,24.7,2.9,2.0,19.74,42.2232240076623
40.0,Male,43.9,1.92,186.0,143.0,74.0,0.83,1018.0,Yoga,12.0,3.1,3.0,29.23,70.19853835219291
20.0,Male,40.0,1.52,164.0,144.0,65.0,1.53,629.0,Strength,22.6,3.1,4.0,22.23,40.4376860735784
26.0,Male,65.9,1.99,166.0,127.0,71.0,1.08,1218.0,Cardio,22.0,2.6,4.0,13.91,28.323900881282228
21.0,Female,59.8,1.65,162.0,169.0,74.0,1.5,1130.0,Cardio,30.4,3.2,5.0,12.32,28.47436522908485
36.0,Female,77.7,1.66,193.0,120.0,72.0,1.21,1115.0,Strength,11.3,2.2,2.0,22.23,47.71811797870571
30.0,Male,61.6,1.77,170.0,130.0,74.0,2.0,1068.0,Yoga,24.3,1.5,5.0,24.78,51.58054614310483
18.0,Female,44.2,1.64,171.0,164.0,66.0,1.14,1083.0,Yoga,16.1,2.2,5.0,18.36,42.40817223828043
22.0,Male,63.7,1.85,192.0,122.0,53.0,1.06,1032.0,Yoga,24.4,2.5,3.0,13.95,37.06739334653692
45.0,Male,54.4,1.55,182.0,139.0,74.0,2.0,1179.0,HIIT,24.3,3.1,5.0,12.32,71.85806751190728
43.0,Female,93.8,1.65,170.0,162.0,61.0,1.37,848.0,Strength,23.509360986547083,2.8,3.0,15.58,71.12302746934918
18.0,Female,77.7,1.55,178.0,131.0,67.0,1.4,1259.0,Strength,14.8,2.4,3.0,12.32,41.824379147012166
18.0,Male,57.6,1.74,172.0,120.0,74.0,1.46,635.0,Strength,15.0,3.2,2.0,12.8,41.33732156646876
20.0,Male,75.6,1.74,192.0,128.0,72.0,1.86,906.0,Cardio,21.4,3.3,4.0,34.73,61.2058441300051
47.0,Male,85.5,1.84,172.0,152.0,68.0,0.98,773.0,Cardio,24.1,2.6,2.0,19.61,27.43657625800973
31.0,Female,53.5,1.68,180.0,155.0,57.0,0.86,875.0,Strength,22.6,3.3,2.0,20.61,70.75990311668787
47.0,Male,78.8,1.82,167.0,144.0,66.0,1.66,1163.0,Cardio,31.7,2.8,4.0,15.78,29.37203823964836
20.0,Male,40.0,1.97,173.0,133.0,74.0,2.0,916.0,Cardio,18.8,2.3,2.0,13.57,66.75151116455906
56.0,Male,51.5,1.66,198.0,167.0,70.0,2.0,843.0,Strength,24.2,2.4,3.0,25.65,30.893799116504724
24.0,Male,80.9,1.74,181.0,128.0,61.0,1.19,1705.0,HIIT,10.0,2.7,4.0,12.32,27.26653786581281
29.0,Female,85.3,1.68,161.0,133.0,74.0,1.45,1269.0,Cardio,26.1,2.5,4.0,15.99,35.108168395081975
18.0,Female,47.8,1.73,162.0,136.0,56.0,1.42,562.0,Cardio,23.9,3.4,3.0,14.48,59.97828085228184
36.0,Female,87.9,1.54,177.0,129.0,58.0,1.93,1010.0,Cardio,21.1,3.3,3.0,29.54,31.71045647398396
49.0,Female,43.6,1.68,170.0,124.0,73.0,0.94,739.0,Yoga,27.6,3.5,4.0,30.46,32.49114423980815
40.0,Female,55.7,1.6,184.0,133.0,72.0,1.4,749.0,Yoga,23.7,2.6,4.0,24.88,50.09413907952894
20.0,Female,73.5,1.87,167.0,145.0,68.0,2.0,1338.0,HIIT,21.9,3.5,3.0,22.35,61.02415365384293
31.0,Female,52.7,1.65,199.0,138.0,74.0,1.92,1102.0,HIIT,24.0,3.3,2.0,18.38,46.96888005860281
47.0,Female,87.1,1.7,174.0,160.0,63.0,1.4,562.0,HIIT,26.0,3.7,5.0,26.61,49.08312767143913
48.0,Female,57.3,1.9,172.0,146.25932203389831,55.0,1.62,877.0,Yoga,10.0,2.8,2.0,38.13,28.46701733346344
44.0,Male,94.4,1.82,182.0,140.0,57.0,1.38,1369.0,HIIT,20.7,3.2,3.0,22.79,30.28960975555245
46.0,Male,44.9,1.93,177.0,154.0,58.0,2.0,1434.0,HIIT,31.4,3.5,4.0,12.32,28.205663538755797
55.0,Male,61.9,1.74,163.0,140.0,73.0,0.97,598.0,Strength,23.6,3.1,2.0,27.13,37.05970913496387
24.0,Male,83.4,1.7,162.0,169.0,51.0,1.87,879.0,Yoga,26.4,3.3,4.0,21.68,43.55716071035136
18.0,Female,83.6,1.84,186.0,137.0,73.0,1.33,1338.0,Strength,35.0,2.6,2.0,30.41,49.053773272070046
18.0,Male,87.3,1.71,199.0,145.0,65.0,1.16,1783.0,Cardio,30.0,3.3,3.0,12.32,24.922622769841983
18.0,Female,48.6,1.72,180.0,136.0,72.0,1.38,1185.0,Strength,23.5,1.8,3.3392652123995408,21.68,36.20986111718079
18.0,Female,80.7,2.0,184.0,142.0,74.0,0.72,1221.0,Yoga,25.6,1.9,2.0,18.28,43.496970918096885
33.0,Female,62.6,1.71,192.0,158.0,57.0,1.99,1081.0,Yoga,31.3,3.5,2.0,31.79,26.10706782801301
19.0,Male,41.9,1.69,176.0,138.0,74.0,1.89,1010.0,Yoga,27.9,2.6,2.0,17.97,27.622844789517664
58.0,Male,47.6,1.84,182.0,155.0,66.0,1.59,635.0,Yoga,11.2,2.6,4.0,13.65,45.35126212051402
18.0,Female,129.9,1.76,168.0,135.0,50.0,1.3,1208.0,HIIT,25.1,2.0,3.0,13.89,57.94047041691449
58.0,Female,73.3,1.69,180.0,156.0,72.0,1.6,1350.0,Yoga,25.4,3.0,4.0,38.45,64.5116768087627
47.0,Male,45.4,1.81,189.0,128.0,55.0,1.01,662.0,Strength,28.6,3.6,4.0,29.15,29.48007276906836
47.0,Male,50.6,1.65,192.0,169.0,63.0,1.36,594.0,Strength,25.5,2.2,5.0,28.24,30.45059106841668
56.0,Male,54.0,1.92,190.0,129.0,73.0,0.61,985.0,HIIT,21.6,2.5,3.0,12.32,50.30406740317129
34.0,Female,73.1,1.73,166.0,161.0,69.0,1.64,765.0,Yoga,27.0,3.3,4.0,21.47,30.082987471708265
21.0,Female,48.7,1.7392333709131906,198.0,162.0,56.0,1.06,1503.0,HIIT,10.1,3.4,2.0,23.7,71.64719675495377
29.0,Female,66.1,1.63,181.0,169.0,71.0,1.48,666.0,HIIT,30.6,1.6,5.0,17.15,41.80747722610428
18.0,Male,59.0,1.78,173.0,169.0,51.0,1.07,904.0,Strength,18.9,3.2,2.0,12.32,68.85054241548428
33.0,Female,94.2,1.86,172.0,148.0,61.0,1.34,685.0,Cardio,28.9,1.8,3.0,22.89,69.60655369472447
38.0,Male,40.0,1.86,187.0,126.0,71.0,1.6,1059.0,Cardio,14.7,3.0,2.0,12.32,36.36145817852336
18.0,Female,73.6,1.53,186.0,128.0,50.0,1.46,1222.0,Cardio,25.2,2.3,3.0,14.92,69.9731335199294
31.0,Female,60.2,1.75,166.0,155.0,57.0,0.92,819.0,Cardio,10.0,3.2,5.0,12.32,31.571857088969608
18.0,Male,72.8,1.84,174.0,152.0,62.0,1.32,730.0,Cardio,23.5,2.1,2.0,12.32,68.75828215696836
33.0,Female,40.0,1.63,165.0,159.0,74.0,2.0,935.0,Yoga,28.2,1.6,2.0,12.98,64.31230050694236
33.0,Female,99.6,1.72,164.0,169.0,70.0,1.41,962.0,HIIT,23.6,3.7,5.0,28.7,48.11634350086283
48.0,Male,71.5,1.71,183.0,151.0,62.0,1.05,1033.6989307822173,Strength,22.0,2.7,4.0,20.39,50.1859785930608
55.0,Male,64.4,1.76,163.0,144.0,74.0,1.48,717.0,Cardio,26.7,1.7,2.0,21.26,57.04955381128876
50.0,Female,56.4,1.67,193.0,128.0,59.0,1.9,1190.0,HIIT,17.5,3.7,2.0,12.32,58.53372776529311
21.0,Male,45.2,1.73,198.0,156.0,59.0,1.07,1562.0,Cardio,24.2,2.8,4.0,22.25,65.21540251750854
49.0,Female,86.0,1.5,192.0,127.0,65.0,1.79,636.0,HIIT,22.1,1.8,4.0,19.95777401129943,63.73088528743374
33.0,Female,60.7,2.0,188.0,169.0,74.0,1.42,705.0,Cardio,23.3,3.2,4.0,21.91,41.900354044674245
42.0,Male,53.6,1.86,199.0,167.0,62.0,2.0,1096.0,Strength,21.9,3.4,3.0,20.71,28.03606917579162
35.0,Female,64.3,1.79,188.0,148.0,62.0,1.63,1192.0,HIIT,16.3,2.2,5.0,13.91,27.914815190959168
18.0,Male,78.0,1.51,182.0,169.0,64.0,1.06,990.0,Strength,31.4,3.1,3.0,12.32,38.32706106870309
46.0,Male,50.2,1.8,193.0,132.0,74.0,1.21,893.0,HIIT,28.4,3.4,3.0,15.85,69.2311450405526
29.0,Female,57.0,1.62,188.0,126.0,70.0,2.0,998.0,Yoga,17.9,3.4,4.0,13.32,48.51331615644728
20.0,Female,86.0,1.69,183.0,136.0,58.0,1.16,861.0,Strength,23.3,3.6,5.0,28.85,60.20039112216151
28.0,Female,43.3,1.78,193.0,128.0,72.0,1.27,1479.0,HIIT,26.3,3.4,3.0,31.04,66.31988998965112
18.0,Male,65.9,1.78,170.0,135.0,69.0,2.0,1734.0,Yoga,23.9,3.1,3.0,24.81,30.887471920236663
18.0,Female,61.0,1.51,173.0,146.0,58.0,2.0,1403.0,Cardio,21.7,2.1,2.0,12.32,60.97384181443263
22.0,Male,71.0,1.72,192.0,128.0,59.0,1.44,1436.0,Cardio,28.5,3.2,3.0,17.82,70.45345245452654
44.0,Male,56.7,1.77,194.0,161.0,68.0,1.47,1033.6989307822173,Strength,28.0,3.5,2.0,19.97,55.17426666824726
42.0,Female,57.3,1.76,174.0,131.0,74.0,1.13,841.0,Yoga,22.1,1.9,4.0,12.46,64.48290227686626
26.0,Male,95.2,1.68,163.0,142.0,68.0,0.71,1196.0,Strength,24.2,3.7,4.0,19.46,70.47043825796675
38.0,Male,71.7,1.71,187.0,146.25932203389831,74.0,1.39,542.0,Yoga,26.5,3.1,3.0,12.32,41.60039177576715
49.0,Female,68.8,1.66,190.0,137.0,63.0,2.0,1023.0,Yoga,26.2,2.6,2.0,15.5,41.49767050624816
43.0,Female,69.7,1.75,193.0,162.0,53.0,0.52,1262.0,Cardio,26.1,1.5,3.0,22.68,41.67159390034682
34.0,Female,102.9,1.64,188.0,124.0,74.0,1.24,700.0,Strength,24.2,3.3,4.0,14.76,34.46609410479061
23.0,Female,90.5,1.5,182.0,148.0,67.0,1.16,1204.0,Strength,23.3,2.8,2.0,15.69,55.35466800600348
29.0,Female,40.0,1.72,194.0,127.0,68.0,1.51,1005.0,HIIT,27.1,2.1,2.0,21.98,53.97720650558998
31.0,Male,81.9,1.63,168.0,126.0,56.0,1.17,760.0,Cardio,23.1,2.1,4.0,12.32,48.0804342436772
38.0,Male,99.6,1.6,173.0,132.0,56.0,1.01,1128.0,Strength,30.6,3.4,2.0,16.92,59.79382761007442
18.0,Female,65.7,1.72,180.0,169.0,56.0,2.0,1005.0,HIIT,27.0,3.0,3.0,21.61,62.394714781266
18.0,Male,67.60663667041621,1.84,179.0,136.0,74.0,1.52,1256.0,Strength,22.5,3.4,2.0,18.9,41.505678921428135
41.0,Female,85.7,1.66,170.0,134.0,74.0,1.69,475.0,Yoga,11.1,1.5,4.0,17.33,67.75292815039393
29.0,Male,62.0,1.74,181.0,158.0,53.0,1.15,549.0,Yoga,22.5,2.2,3.3392652123995408,16.32,67.89284590110813
45.0,Male,70.9,2.0,198.0,128.0,73.0,1.19,1064.0,HIIT,27.8,1.5,3.0,27.46,62.62522006351082
49.0,Female,59.2,1.55,185.0,169.0,63.0,1.32,1169.0,Yoga,25.1,1.7,4.0,27.18,28.227319886378183
29.0,Male,83.7,1.8,190.0,149.0,74.0,1.43,1157.0,Cardio,16.0,3.5,3.3392652123995408,13.59,59.13333577642352
55.0,Female,53.8,1.52,191.0,136.0,55.0,1.17,1102.0,HIIT,20.4,3.6,3.0,23.84,33.21256932176561
18.0,Female,68.1,1.66,160.0,120.0,65.0,1.43,1343.0,Cardio,27.2,3.3,4.0,25.77,49.326806101486
41.0,Female,105.1,1.67,194.0,127.0,68.0,1.3,1068.0,Strength,30.6,3.5,3.0,17.65,65.95624691659373
51.0,Male,58.8,1.63,188.0,155.0,59.0,1.1,897.0,Cardio,24.7,3.3,2.0,21.73,45.64547922288683
20.0,Male,52.9,1.8,163.0,159.0,57.0,1.45,1117.0,Strength,27.1,3.3,3.0,27.72,38.000356270504426
43.0,Female,57.1,1.96,196.0,149.0,51.0,1.88,858.0,Cardio,29.9,3.2,5.0,13.07,25.502683293657803
23.0,Male,68.6,1.8,196.0,138.0,65.0,1.08,578.0,Strength,16.8,2.6,2.0,21.41,32.96934076682332
39.0,Male,76.2,1.77,164.0,169.0,74.0,2.0,1196.0,HIIT,28.7,3.3,2.0,17.38,50.57603449591587
47.0,Male,68.2,1.58,164.0,140.0,72.0,1.0,1316.0,HIIT,28.1,2.6,2.0,16.35,64.43140744947306
18.0,Male,40.0,1.64,160.0,152.0,56.0,1.2,1317.0,Cardio,19.2,1.8,3.0,28.02,57.07794154269308
28.0,Male,82.4,1.57,171.0,169.0,55.0,1.07,1218.0,HIIT,31.0,2.5,4.0,12.47,32.686102910695865
29.0,Male,46.8,1.7,195.0,153.0,59.0,1.33,1178.0,Cardio,24.7,3.4,3.0,26.27,61.8107390097676
21.0,Male,62.2,1.71,190.0,142.0,58.0,2.0,1757.0,Yoga,18.5,3.1,3.3392652123995408,16.06,54.87035603489751
33.0,Male,58.1,1.65,168.0,130.0,60.0,1.18,850.0,Strength,22.4,3.1,3.0,12.32,55.70400670272687
34.47541899441341,Female,82.7,1.79,191.0,124.0,63.95115103874228,1.15,823.0,HIIT,31.8,1.8,3.0,12.32,29.81047292301445
45.0,Female,55.2,1.9,175.0,156.0,67.0,1.39,854.0,Strength,24.5,2.5,5.0,12.32,55.97580194262564
18.0,Female,65.5,1.69,178.0,134.0,53.0,1.29,405.0,Cardio,24.4,2.706644144144144,4.0,12.32,35.85593569833834
22.0,Male,52.3,1.66,190.0,146.0,59.0,0.76,1186.0,Yoga,21.4,3.3,2.0,15.38,38.318891302282765
37.0,Female,40.0,1.66,176.0,134.0,57.0,2.0,931.0,Strength,27.2,2.7,3.0,23.21,44.55415279781974
28.0,Female,93.2,1.71,176.0,149.0,60.0,1.4,1348.0,HIIT,27.2,2.1,3.3392652123995408,14.12,63.2034093073731
18.0,Female,53.9,1.73,177.0,157.0,73.0,1.24,1483.0,Cardio,10.0,3.5,3.0,15.92,60.093837089893775
52.0,Male,54.9,1.67,167.0,144.0,69.0,2.0,997.0,Strength,16.4,2.5,4.0,18.27,51.69617565407571
18.0,Male,62.7,1.87,184.0,141.0,59.0,1.59,708.0,Cardio,10.3,1.5,2.0,13.14,45.37459640054343
57.0,Female,98.3,1.71,162.0,126.0,61.0,0.95,366.0,HIIT,22.7,3.3,3.0,20.61,70.59433146662467
40.0,Female,71.4,1.92,171.0,167.0,57.0,0.62,1412.0,Strength,10.0,1.8,3.0,18.19,49.65900285045021
33.0,Male,74.6,1.58,172.0,165.0,68.0,1.4,1271.0,Yoga,15.6,2.7,2.0,13.23,29.142129091132723
51.0,Male,47.1,2.0,177.0,163.0,65.0,1.29,1140.0,Yoga,21.9,2.8,5.0,14.85,65.73424236364673
46.0,Female,49.2,1.5,184.0,120.0,73.0,2.0,832.0,Yoga,25.9,3.3,3.0,15.31,26.941701296911774
36.0,Male,80.8,1.91,184.0,146.25932203389831,59.0,0.99,780.0,HIIT,23.6,3.3,4.0,18.61,46.13664047255463
51.0,Male,80.8,2.0,167.0,129.0,55.0,1.52,1454.0,Cardio,33.9,1.6,3.0,12.58,67.08965530451144
59.0,Female,85.7,1.6,182.0,140.0,72.0,2.0,1243.0,Yoga,33.4,1.5,4.0,24.01,29.54803823049276
18.0,Male,42.3,1.64,198.0,169.0,65.0,1.55,1199.0,Cardio,26.4,3.2,4.0,15.26,31.65169197862342
23.0,Female,41.5,1.89,188.0,129.0,59.0,1.35,532.0,HIIT,27.6,3.4,3.0,20.79,27.20259333518956
22.0,Male,84.3,1.6,173.0,127.0,72.0,0.8,911.0,HIIT,24.0,3.3,5.0,13.86,44.05361200004605
34.0,Male,82.4,1.66,192.0,148.0,72.0,1.11,1090.0,Strength,26.3,3.4,2.0,18.08,61.025201137300506
32.0,Male,40.6,1.92,166.0,169.0,57.0,1.33,1783.0,Strength,17.1,3.6,5.0,12.32,70.32984388659266
46.0,Female,58.6,2.0,194.0,135.0,55.0,2.0,1162.0,HIIT,27.1,3.6,2.0,24.38,26.52949843254258
20.0,Male,40.0,1.81,176.0,138.0,66.0,1.44,1210.0,Cardio,23.0,3.6,4.0,12.32,64.95761350993911
36.0,Female,80.8,1.71,162.0,163.0,74.0,1.86,900.0,Yoga,19.4,2.0,2.0,12.54,46.53409587062889
54.0,Male,88.5,2.0,173.0,134.0,58.0,1.11,1388.0,HIIT,27.7,3.7,3.0,36.73,45.929272803373664
52.0,Male,84.3,1.69,164.0,169.0,54.0,0.77,1367.0,HIIT,32.6,2.9,3.0,15.11,69.59859702723585
47.0,Male,70.1,1.84,188.0,129.0,67.0,1.2,1261.0,Strength,28.4,2.5,3.0,17.99,63.01877607982018
35.0,Male,49.3,1.71,180.0,152.0,73.0,1.04,956.0,Cardio,32.9,1.7,4.0,12.65,51.28068108943362
40.0,Male,79.5,1.92,184.0,156.0,52.0,1.29,1178.0,Strength,14.7,1.5,4.0,23.51,37.743603370718944
